# board x y r search_type last_rotate clear classify
6 3 12 1 0 1 1 0
6 2 11 0 0 0 0 0
6 2 11 0 0 0 1 0
6 2 11 0 0 1 0 0
6 2 11 0 0 1 1 0
6 4 11 0 0 0 0 0
6 4 11 0 0 0 1 0
6 4 11 0 0 1 0 0
6 4 11 0 0 1 1 0
6 4 11 3 0 0 0 0
6 4 11 3 0 0 1 0
6 4 11 3 0 1 0 0
6 4 11 3 0 1 1 0
6 2 12 1 0 0 0 0
6 2 12 1 0 0 1 0
6 2 12 1 0 1 0 0
6 2 12 1 0 1 1 0
6 2 12 2 0 0 0 0
6 2 12 2 0 0 1 0
6 2 12 2 0 1 0 0
6 2 12 2 0 1 1 0
6 2 12 3 0 0 0 0
6 2 12 3 0 0 1 0
6 2 12 3 0 1 0 0
6 2 12 3 0 1 1 0
6 1 11 0 0 0 0 0
6 1 11 0 0 0 1 0
6 1 11 0 0 1 0 0
6 1 11 0 0 1 1 0
6 1 12 1 0 0 0 0
6 1 12 1 0 0 1 0
6 1 12 1 0 1 0 0
6 1 12 1 0 1 1 0
6 5 11 0 0 0 0 0
6 5 11 0 0 0 1 0
6 5 11 0 0 1 0 0
6 5 11 0 0 1 1 0
6 4 11 2 0 0 0 0
6 4 11 2 0 0 1 0
6 4 11 2 0 1 0 0
6 4 11 2 0 1 1 0
6 4 11 1 0 0 0 0
6 4 11 1 0 0 1 0
6 4 11 1 0 1 0 0
6 4 11 1 0 1 1 0
6 1 12 2 0 0 0 0
6 1 12 2 0 0 1 0
6 1 12 2 0 1 0 0
6 1 12 2 0 1 1 0
6 1 12 3 0 0 0 0
6 1 12 3 0 0 1 0
6 1 12 3 0 1 0 0
6 1 12 3 0 1 1 0
6 5 12 2 0 0 0 0
6 5 12 2 0 0 1 0
6 5 12 2 0 1 0 0
6 5 12 2 0 1 1 0
6 5 12 3 0 0 0 0
6 5 12 3 0 0 1 0
6 5 12 3 0 1 0 0
6 5 12 3 0 1 1 0
6 5 12 1 0 0 0 0
6 5 12 1 0 0 1 0
6 5 12 1 0 1 0 0
6 5 12 1 0 1 1 0
6 0 11 0 0 0 0 0
6 0 11 0 0 0 1 0
6 0 11 0 0 1 0 0
6 0 11 0 0 1 1 0
6 0 12 1 0 0 0 0
6 0 12 1 0 0 1 0
6 0 12 1 0 1 0 0
6 0 12 1 0 1 1 0
6 6 11 0 0 0 0 0
6 6 11 0 0 0 1 0
6 6 11 0 0 1 0 0
6 6 11 0 0 1 1 0
6 6 12 3 0 0 0 0
6 6 12 3 0 0 1 0
6 6 12 3 0 1 0 0
6 6 12 3 0 1 1 0
6 0 12 2 0 0 0 0
6 0 12 2 0 0 1 0
6 0 12 2 0 1 0 0
6 0 12 2 0 1 1 0
6 0 12 3 0 0 0 0
6 0 12 3 0 0 1 0
6 0 12 3 0 1 0 0
6 0 12 3 0 1 1 0
6 6 12 2 0 0 0 0
6 6 12 2 0 0 1 0
6 6 12 2 0 1 0 0
6 6 12 2 0 1 1 0
6 6 12 1 0 0 0 0
6 6 12 1 0 0 1 0
6 6 12 1 0 1 0 0
6 6 12 1 0 1 1 0
6 -1 12 1 0 0 0 0
6 -1 12 1 0 0 1 0
6 -1 12 1 0 1 0 0
6 -1 12 1 0 1 1 0
6 7 11 0 0 0 0 0
6 7 11 0 0 0 1 0
6 7 11 0 0 1 0 0
6 7 11 0 0 1 1 0
6 7 11 3 0 0 0 0
6 7 11 3 0 0 1 0
6 7 11 3 0 1 0 0
6 7 11 3 0 1 1 0
6 7 11 2 0 0 0 0
6 7 11 2 0 0 1 0
6 7 11 2 0 1 0 0
6 7 11 2 0 1 1 0
6 7 11 1 0 0 0 0
6 7 11 1 0 0 1 0
6 7 11 1 0 1 0 0
6 7 11 1 0 1 1 0
6 8 12 3 0 0 0 0
6 8 12 3 0 0 1 0
6 8 12 3 0 1 0 0
6 8 12 3 0 1 1 0
7 3 8 0 0 0 0 0
7 3 8 0 0 0 1 0
7 3 8 0 0 1 0 0
7 3 8 0 0 1 1 0
7 2 8 0 0 0 0 0
7 2 8 0 0 0 1 0
7 2 8 0 0 1 0 0
7 2 8 0 0 1 1 0
7 3 8 2 0 0 0 0
7 3 8 2 0 0 1 0
7 3 8 2 0 1 0 0
7 3 8 2 0 1 1 0
7 3 8 3 0 0 0 0
7 3 8 3 0 0 1 0
7 3 8 3 0 1 0 0
7 3 8 3 0 1 1 0
7 2 9 2 0 0 0 0
7 2 9 2 0 0 1 0
7 2 9 2 0 1 0 0
7 2 9 2 0 1 1 0
7 2 9 3 0 0 0 0
7 2 9 3 0 0 1 0
7 2 9 3 0 1 0 0
7 2 9 3 0 1 1 0
7 2 9 1 0 0 0 0
7 2 9 1 0 0 1 0
7 2 9 1 0 1 0 0
7 2 9 1 0 1 1 0
7 1 8 0 0 0 0 0
7 1 8 0 0 0 1 0
7 1 8 0 0 1 0 0
7 1 8 0 0 1 1 0
7 1 9 1 0 0 0 0
7 1 9 1 0 0 1 0
7 1 9 1 0 1 0 0
7 1 9 1 0 1 1 0
7 4 7 0 0 0 0 0
7 4 7 0 0 0 1 0
7 4 7 0 0 1 0 0
7 4 7 0 0 1 1 0
7 4 8 2 0 0 0 0
7 4 8 2 0 0 1 0
7 4 8 2 0 1 0 0
7 4 8 2 0 1 1 0
7 4 8 3 0 0 0 0
7 4 8 3 0 0 1 0
7 4 8 3 0 1 0 0
7 4 8 3 0 1 1 0
7 4 8 1 0 0 0 0
7 4 8 1 0 0 1 0
7 4 8 1 0 1 0 0
7 4 8 1 0 1 1 0
7 3 7 1 0 0 0 0
7 3 7 1 0 0 1 0
7 3 7 1 0 1 0 0
7 3 7 1 0 1 1 0
7 1 9 2 0 0 0 0
7 1 9 2 0 0 1 0
7 1 9 2 0 1 0 0
7 1 9 2 0 1 1 0
7 1 9 3 0 0 0 0
7 1 9 3 0 0 1 0
7 1 9 3 0 1 0 0
7 1 9 3 0 1 1 0
7 0 8 0 0 0 0 0
7 0 8 0 0 0 1 0
7 0 8 0 0 1 0 0
7 0 8 0 0 1 1 0
7 0 8 1 0 0 0 0
7 0 8 1 0 0 1 0
7 0 8 1 0 1 0 0
7 0 8 1 0 1 1 0
7 5 7 0 0 0 0 0
7 5 7 0 0 0 1 0
7 5 7 0 0 1 0 0
7 5 7 0 0 1 1 0
7 5 7 3 0 0 0 0
7 5 7 3 0 0 1 0
7 5 7 3 0 1 0 0
7 5 7 3 0 1 1 0
7 0 8 2 0 0 0 0
7 0 8 2 0 0 1 0
7 0 8 2 0 1 0 0
7 0 8 2 0 1 1 0
7 0 8 3 0 0 0 0
7 0 8 3 0 0 1 0
7 0 8 3 0 1 0 0
7 0 8 3 0 1 1 0
7 6 7 0 0 0 0 0
7 6 7 0 0 0 1 0
7 6 7 0 0 1 0 0
7 6 7 0 0 1 1 0
7 5 7 2 0 0 0 0
7 5 7 2 0 0 1 0
7 5 7 2 0 1 0 0
7 5 7 2 0 1 1 0
7 5 7 1 0 0 0 0
7 5 7 1 0 0 1 0
7 5 7 1 0 1 0 0
7 5 7 1 0 1 1 0
7 6 8 2 0 0 0 0
7 6 8 2 0 0 1 0
7 6 8 2 0 1 0 0
7 6 8 2 0 1 1 0
7 6 8 3 0 0 0 0
7 6 8 3 0 0 1 0
7 6 8 3 0 1 0 0
7 6 8 3 0 1 1 0
7 6 8 1 0 0 0 0
7 6 8 1 0 0 1 0
7 6 8 1 0 1 0 0
7 6 8 1 0 1 1 0
7 -1 7 1 0 0 0 0
7 -1 7 1 0 0 1 0
7 -1 7 1 0 1 0 0
7 -1 7 1 0 1 1 2
7 7 7 0 0 0 0 0
7 7 7 0 0 0 1 0
7 7 7 0 0 1 0 0
7 7 7 0 0 1 1 0
7 7 8 3 0 0 0 0
7 7 8 3 0 0 1 0
7 7 8 3 0 1 0 0
7 7 8 3 0 1 1 0
7 7 8 2 0 0 0 0
7 7 8 2 0 0 1 0
7 7 8 2 0 1 0 0
7 7 8 2 0 1 1 0
7 7 8 1 0 0 0 0
7 7 8 1 0 0 1 0
7 7 8 1 0 1 0 0
7 7 8 1 0 1 1 0
7 8 7 3 0 0 0 0
7 8 7 3 0 0 1 0
7 8 7 3 0 1 0 0
7 8 7 3 0 1 1 1
8 3 5 0 0 0 0 0
8 3 5 0 0 0 1 0
8 3 5 0 0 1 0 0
8 3 5 0 0 1 1 0
8 4 6 0 0 0 0 0
8 4 6 0 0 0 1 0
8 4 6 0 0 1 0 0
8 4 6 0 0 1 1 0
8 3 6 2 0 0 0 0
8 3 6 2 0 0 1 0
8 3 6 2 0 1 0 0
8 3 6 2 0 1 1 0
8 3 6 3 0 0 0 0
8 3 6 3 0 0 1 0
8 3 6 3 0 1 0 0
8 3 6 3 0 1 1 0
8 3 6 1 0 0 0 0
8 3 6 1 0 0 1 0
8 3 6 1 0 1 0 0
8 3 6 1 0 1 1 0
8 2 5 0 0 0 0 0
8 2 5 0 0 0 1 0
8 2 5 0 0 1 0 0
8 2 5 0 0 1 1 0
8 4 5 3 0 0 0 0
8 4 5 3 0 0 1 0
8 4 5 3 0 1 0 0
8 4 5 3 0 1 1 0
8 2 6 1 0 0 0 0
8 2 6 1 0 0 1 0
8 2 6 1 0 1 0 0
8 2 6 1 0 1 1 0
8 2 6 2 0 0 0 0
8 2 6 2 0 0 1 0
8 2 6 2 0 1 0 0
8 2 6 2 0 1 1 0
8 2 6 3 0 0 0 0
8 2 6 3 0 0 1 0
8 2 6 3 0 1 0 0
8 2 6 3 0 1 1 0
8 5 6 0 0 0 0 0
8 5 6 0 0 0 1 0
8 5 6 0 0 1 0 0
8 5 6 0 0 1 1 0
8 4 6 2 0 0 0 0
8 4 6 2 0 0 1 0
8 4 6 2 0 1 0 0
8 4 6 2 0 1 1 0
8 4 6 1 0 0 0 0
8 4 6 1 0 0 1 0
8 4 6 1 0 1 0 0
8 4 6 1 0 1 1 0
8 5 7 2 0 0 0 0
8 5 7 2 0 0 1 0
8 5 7 2 0 1 0 0
8 5 7 2 0 1 1 0
8 5 7 3 0 0 0 0
8 5 7 3 0 0 1 0
8 5 7 3 0 1 0 0
8 5 7 3 0 1 1 0
8 5 7 1 0 0 0 0
8 5 7 1 0 0 1 0
8 5 7 1 0 1 0 0
8 5 7 1 0 1 1 0
8 1 5 0 0 0 0 0
8 1 5 0 0 0 1 0
8 1 5 0 0 1 0 0
8 1 5 0 0 1 1 0
8 1 5 1 0 0 0 0
8 1 5 1 0 0 1 0
8 1 5 1 0 1 0 0
8 1 5 1 0 1 1 0
8 0 6 0 0 0 0 0
8 0 6 0 0 0 1 0
8 0 6 0 0 1 0 0
8 0 6 0 0 1 1 0
8 6 6 0 0 0 0 0
8 6 6 0 0 0 1 0
8 6 6 0 0 1 0 0
8 6 6 0 0 1 1 0
8 6 6 3 0 0 0 0
8 6 6 3 0 0 1 0
8 6 6 3 0 1 0 0
8 6 6 3 0 1 1 0
8 1 5 2 0 0 0 0
8 1 5 2 0 0 1 0
8 1 5 2 0 1 0 0
8 1 5 2 0 1 1 0
8 1 5 3 0 0 0 0
8 1 5 3 0 0 1 0
8 1 5 3 0 1 0 0
8 1 5 3 0 1 1 0
8 0 5 1 0 0 0 0
8 0 5 1 0 0 1 0
8 0 5 1 0 1 0 0
8 0 5 1 0 1 1 0
8 0 6 2 0 0 0 0
8 0 6 2 0 0 1 0
8 0 6 2 0 1 0 0
8 0 6 2 0 1 1 0
8 0 6 3 0 0 0 0
8 0 6 3 0 0 1 0
8 0 6 3 0 1 0 0
8 0 6 3 0 1 1 0
8 7 6 0 0 0 0 0
8 7 6 0 0 0 1 0
8 7 6 0 0 1 0 0
8 7 6 0 0 1 1 0
8 6 6 2 0 0 0 0
8 6 6 2 0 0 1 0
8 6 6 2 0 1 0 0
8 6 6 2 0 1 1 0
8 7 6 3 0 0 0 0
8 7 6 3 0 0 1 0
8 7 6 3 0 1 0 0
8 7 6 3 0 1 1 0
8 -1 7 1 0 0 0 0
8 -1 7 1 0 0 1 0
8 -1 7 1 0 1 0 0
8 -1 7 1 0 1 1 0
8 7 6 2 0 0 0 0
8 7 6 2 0 0 1 0
8 7 6 2 0 1 0 0
8 7 6 2 0 1 1 0
8 7 6 1 0 0 0 0
8 7 6 1 0 0 1 0
8 7 6 1 0 1 0 0
8 7 6 1 0 1 1 0
8 6 5 1 0 0 0 0
8 6 5 1 0 0 1 0
8 6 5 1 0 1 0 0
8 6 5 1 0 1 1 0
8 8 7 3 0 0 0 0
8 8 7 3 0 0 1 0
8 8 7 3 0 1 0 0
8 8 7 3 0 1 1 0
9 3 18 0 0 0 0 0
9 3 18 0 0 0 1 0
9 3 18 0 0 1 0 0
9 3 18 0 0 1 1 0
9 3 19 2 0 0 0 0
9 3 19 2 0 0 1 0
9 3 19 2 0 1 0 0
9 3 19 2 0 1 1 0
9 3 19 3 0 0 0 0
9 3 19 3 0 0 1 0
9 3 19 3 0 1 0 0
9 3 19 3 0 1 1 0
9 3 19 1 0 0 0 0
9 3 19 1 0 0 1 0
9 3 19 1 0 1 0 0
9 3 19 1 0 1 1 0
9 2 18 0 0 0 0 0
9 2 18 0 0 0 1 0
9 2 18 0 0 1 0 0
9 2 18 0 0 1 1 0
9 4 18 0 0 0 0 0
9 4 18 0 0 0 1 0
9 4 18 0 0 1 0 0
9 4 18 0 0 1 1 0
9 4 18 3 0 0 0 0
9 4 18 3 0 0 1 0
9 4 18 3 0 1 0 0
9 4 18 3 0 1 1 0
9 2 19 1 0 0 0 0
9 2 19 1 0 0 1 0
9 2 19 1 0 1 0 0
9 2 19 1 0 1 1 0
9 2 19 2 0 0 0 0
9 2 19 2 0 0 1 0
9 2 19 2 0 1 0 0
9 2 19 2 0 1 1 0
9 2 19 3 0 0 0 0
9 2 19 3 0 0 1 0
9 2 19 3 0 1 0 0
9 2 19 3 0 1 1 0
9 1 18 0 0 0 0 0
9 1 18 0 0 0 1 0
9 1 18 0 0 1 0 0
9 1 18 0 0 1 1 0
9 1 19 1 0 0 0 0
9 1 19 1 0 0 1 0
9 1 19 1 0 1 0 0
9 1 19 1 0 1 1 0
9 5 18 0 0 0 0 0
9 5 18 0 0 0 1 0
9 5 18 0 0 1 0 0
9 5 18 0 0 1 1 0
9 4 18 2 0 0 0 0
9 4 18 2 0 0 1 0
9 4 18 2 0 1 0 0
9 4 18 2 0 1 1 0
9 1 19 2 0 0 0 0
9 1 19 2 0 0 1 0
9 1 19 2 0 1 0 0
9 1 19 2 0 1 1 0
9 1 19 3 0 0 0 0
9 1 19 3 0 0 1 0
9 1 19 3 0 1 0 0
9 1 19 3 0 1 1 0
9 0 18 0 0 0 0 0
9 0 18 0 0 0 1 0
9 0 18 0 0 1 0 0
9 0 18 0 0 1 1 0
9 0 18 1 0 0 0 0
9 0 18 1 0 0 1 0
9 0 18 1 0 1 0 0
9 0 18 1 0 1 1 0
9 6 18 0 0 0 0 0
9 6 18 0 0 0 1 0
9 6 18 0 0 1 0 0
9 6 18 0 0 1 1 0
9 5 18 2 0 0 0 0
9 5 18 2 0 0 1 0
9 5 18 2 0 1 0 0
9 5 18 2 0 1 1 0
9 5 18 1 0 0 0 0
9 5 18 1 0 0 1 0
9 5 18 1 0 1 0 0
9 5 18 1 0 1 1 0
9 4 17 1 0 0 0 0
9 4 17 1 0 0 1 0
9 4 17 1 0 1 0 0
9 4 17 1 0 1 1 0
9 6 19 2 0 0 0 0
9 6 19 2 0 0 1 0
9 6 19 2 0 1 0 0
9 6 19 2 0 1 1 0
9 6 19 3 0 0 0 0
9 6 19 3 0 0 1 0
9 6 19 3 0 1 0 0
9 6 19 3 0 1 1 0
9 6 19 1 0 0 0 0
9 6 19 1 0 0 1 0
9 6 19 1 0 1 0 0
9 6 19 1 0 1 1 0
9 0 18 2 0 0 0 0
9 0 18 2 0 0 1 0
9 0 18 2 0 1 0 0
9 0 18 2 0 1 1 0
9 -1 18 1 0 0 0 0
9 -1 18 1 0 0 1 0
9 -1 18 1 0 1 0 0
9 -1 18 1 0 1 1 0
9 7 18 0 0 0 0 0
9 7 18 0 0 0 1 0
9 7 18 0 0 1 0 0
9 7 18 0 0 1 1 0
9 7 19 3 0 0 0 0
9 7 19 3 0 0 1 0
9 7 19 3 0 1 0 0
9 7 19 3 0 1 1 0
9 5 16 0 0 0 0 0
9 5 16 0 0 0 1 0
9 5 16 0 0 1 0 0
9 5 16 0 0 1 1 1
9 5 16 2 0 0 0 0
9 5 16 2 0 0 1 0
9 5 16 2 0 1 0 0
9 5 16 2 0 1 1 1
9 5 16 3 0 0 0 0
9 5 16 3 0 0 1 0
9 5 16 3 0 1 0 0
9 5 16 3 0 1 1 1
9 4 16 0 0 0 0 0
9 4 16 0 0 0 1 0
9 4 16 0 0 1 0 0
9 4 16 0 0 1 1 0
9 7 19 2 0 0 0 0
9 7 19 2 0 0 1 0
9 7 19 2 0 1 0 0
9 7 19 2 0 1 1 0
9 7 19 1 0 0 0 0
9 7 19 1 0 0 1 0
9 7 19 1 0 1 0 0
9 7 19 1 0 1 1 0
9 0 17 3 0 0 0 0
9 0 17 3 0 0 1 0
9 0 17 3 0 1 0 0
9 0 17 3 0 1 1 0
9 8 19 3 0 0 0 0
9 8 19 3 0 0 1 0
9 8 19 3 0 1 0 0
9 8 19 3 0 1 1 0
9 5 16 1 0 0 0 0
9 5 16 1 0 0 1 0
9 5 16 1 0 1 0 0
9 5 16 1 0 1 1 1
10 3 13 0 0 0 0 0
10 3 13 0 0 0 1 0
10 3 13 0 0 1 0 0
10 3 13 0 0 1 1 0
10 2 13 0 0 0 0 0
10 2 13 0 0 0 1 0
10 2 13 0 0 1 0 0
10 2 13 0 0 1 1 0
10 4 13 0 0 0 0 0
10 4 13 0 0 0 1 0
10 4 13 0 0 1 0 0
10 4 13 0 0 1 1 0
10 3 13 2 0 0 0 0
10 3 13 2 0 0 1 0
10 3 13 2 0 1 0 0
10 3 13 2 0 1 1 0
10 3 13 3 0 0 0 0
10 3 13 3 0 0 1 0
10 3 13 3 0 1 0 0
10 3 13 3 0 1 1 0
10 3 13 1 0 0 0 0
10 3 13 1 0 0 1 0
10 3 13 1 0 1 0 0
10 3 13 1 0 1 1 0
10 2 14 2 0 0 0 0
10 2 14 2 0 0 1 0
10 2 14 2 0 1 0 0
10 2 14 2 0 1 1 0
10 2 14 3 0 0 0 0
10 2 14 3 0 0 1 0
10 2 14 3 0 1 0 0
10 2 14 3 0 1 1 0
10 2 14 1 0 0 0 0
10 2 14 1 0 0 1 0
10 2 14 1 0 1 0 0
10 2 14 1 0 1 1 0
10 1 13 0 0 0 0 0
10 1 13 0 0 0 1 0
10 1 13 0 0 1 0 0
10 1 13 0 0 1 1 0
10 1 14 1 0 0 0 0
10 1 14 1 0 0 1 0
10 1 14 1 0 1 0 0
10 1 14 1 0 1 1 0
10 5 13 0 0 0 0 0
10 5 13 0 0 0 1 0
10 5 13 0 0 1 0 0
10 5 13 0 0 1 1 0
10 4 13 2 0 0 0 0
10 4 13 2 0 0 1 0
10 4 13 2 0 1 0 0
10 4 13 2 0 1 1 0
10 4 13 1 0 0 0 0
10 4 13 1 0 0 1 0
10 4 13 1 0 1 0 0
10 4 13 1 0 1 1 0
10 1 14 2 0 0 0 0
10 1 14 2 0 0 1 0
10 1 14 2 0 1 0 0
10 1 14 2 0 1 1 0
10 1 14 3 0 0 0 0
10 1 14 3 0 0 1 0
10 1 14 3 0 1 0 0
10 1 14 3 0 1 1 0
10 5 14 2 0 0 0 0
10 5 14 2 0 0 1 0
10 5 14 2 0 1 0 0
10 5 14 2 0 1 1 0
10 5 14 3 0 0 0 0
10 5 14 3 0 0 1 0
10 5 14 3 0 1 0 0
10 5 14 3 0 1 1 0
10 5 14 1 0 0 0 0
10 5 14 1 0 0 1 0
10 5 14 1 0 1 0 0
10 5 14 1 0 1 1 0
10 0 13 0 0 0 0 0
10 0 13 0 0 0 1 0
10 0 13 0 0 1 0 0
10 0 13 0 0 1 1 0
10 0 14 1 0 0 0 0
10 0 14 1 0 0 1 0
10 0 14 1 0 1 0 0
10 0 14 1 0 1 1 0
10 6 13 0 0 0 0 0
10 6 13 0 0 0 1 0
10 6 13 0 0 1 0 0
10 6 13 0 0 1 1 0
10 6 13 3 0 0 0 0
10 6 13 3 0 0 1 0
10 6 13 3 0 1 0 0
10 6 13 3 0 1 1 0
10 4 12 3 0 0 0 0
10 4 12 3 0 0 1 0
10 4 12 3 0 1 0 0
10 4 12 3 0 1 1 0
10 0 14 2 0 0 0 0
10 0 14 2 0 0 1 0
10 0 14 2 0 1 0 0
10 0 14 2 0 1 1 0
10 0 14 3 0 0 0 0
10 0 14 3 0 0 1 0
10 0 14 3 0 1 0 0
10 0 14 3 0 1 1 0
10 -1 14 1 0 0 0 0
10 -1 14 1 0 0 1 0
10 -1 14 1 0 1 0 0
10 -1 14 1 0 1 1 0
10 7 13 0 0 0 0 0
10 7 13 0 0 0 1 0
10 7 13 0 0 1 0 0
10 7 13 0 0 1 1 0
10 6 13 2 0 0 0 0
10 6 13 2 0 0 1 0
10 6 13 2 0 1 0 0
10 6 13 2 0 1 1 0
10 6 13 1 0 0 0 0
10 6 13 1 0 0 1 0
10 6 13 1 0 1 0 0
10 6 13 1 0 1 1 0
10 7 14 2 0 0 0 0
10 7 14 2 0 0 1 0
10 7 14 2 0 1 0 0
10 7 14 2 0 1 1 0
10 7 14 3 0 0 0 0
10 7 14 3 0 0 1 0
10 7 14 3 0 1 0 0
10 7 14 3 0 1 1 0
10 7 14 1 0 0 0 0
10 7 14 1 0 0 1 0
10 7 14 1 0 1 0 0
10 7 14 1 0 1 1 0
10 8 14 3 0 0 0 0
10 8 14 3 0 0 1 0
10 8 14 3 0 1 0 0
10 8 14 3 0 1 1 0
11 3 8 0 0 0 0 0
11 3 8 0 0 0 1 0
11 3 8 0 0 1 0 0
11 3 8 0 0 1 1 0
11 2 8 0 0 0 0 0
11 2 8 0 0 0 1 0
11 2 8 0 0 1 0 0
11 2 8 0 0 1 1 0
11 4 8 0 0 0 0 0
11 4 8 0 0 0 1 0
11 4 8 0 0 1 0 0
11 4 8 0 0 1 1 0
11 3 8 2 0 0 0 0
11 3 8 2 0 0 1 0
11 3 8 2 0 1 0 0
11 3 8 2 0 1 1 0
11 3 8 3 0 0 0 0
11 3 8 3 0 0 1 0
11 3 8 3 0 1 0 0
11 3 8 3 0 1 1 0
11 3 8 1 0 0 0 0
11 3 8 1 0 0 1 0
11 3 8 1 0 1 0 0
11 3 8 1 0 1 1 0
11 2 9 2 0 0 0 0
11 2 9 2 0 0 1 0
11 2 9 2 0 1 0 0
11 2 9 2 0 1 1 0
11 2 9 3 0 0 0 0
11 2 9 3 0 0 1 0
11 2 9 3 0 1 0 0
11 2 9 3 0 1 1 0
11 2 9 1 0 0 0 0
11 2 9 1 0 0 1 0
11 2 9 1 0 1 0 0
11 2 9 1 0 1 1 0
11 1 8 0 0 0 0 0
11 1 8 0 0 0 1 0
11 1 8 0 0 1 0 0
11 1 8 0 0 1 1 0
11 1 9 1 0 0 0 0
11 1 9 1 0 0 1 0
11 1 9 1 0 1 0 0
11 1 9 1 0 1 1 0
11 5 8 0 0 0 0 0
11 5 8 0 0 0 1 0
11 5 8 0 0 1 0 0
11 5 8 0 0 1 1 0
11 4 8 2 0 0 0 0
11 4 8 2 0 0 1 0
11 4 8 2 0 1 0 0
11 4 8 2 0 1 1 0
11 4 8 1 0 0 0 0
11 4 8 1 0 0 1 0
11 4 8 1 0 1 0 0
11 4 8 1 0 1 1 0
11 1 9 2 0 0 0 0
11 1 9 2 0 0 1 0
11 1 9 2 0 1 0 0
11 1 9 2 0 1 1 0
11 1 9 3 0 0 0 0
11 1 9 3 0 0 1 0
11 1 9 3 0 1 0 0
11 1 9 3 0 1 1 0
11 5 9 2 0 0 0 0
11 5 9 2 0 0 1 0
11 5 9 2 0 1 0 0
11 5 9 2 0 1 1 0
11 5 9 3 0 0 0 0
11 5 9 3 0 0 1 0
11 5 9 3 0 1 0 0
11 5 9 3 0 1 1 0
11 5 9 1 0 0 0 0
11 5 9 1 0 0 1 0
11 5 9 1 0 1 0 0
11 5 9 1 0 1 1 0
11 0 8 0 0 0 0 0
11 0 8 0 0 0 1 0
11 0 8 0 0 1 0 0
11 0 8 0 0 1 1 0
11 0 9 1 0 0 0 0
11 0 9 1 0 0 1 0
11 0 9 1 0 1 0 0
11 0 9 1 0 1 1 0
11 6 8 0 0 0 0 0
11 6 8 0 0 0 1 0
11 6 8 0 0 1 0 0
11 6 8 0 0 1 1 0
11 6 9 3 0 0 0 0
11 6 9 3 0 0 1 0
11 6 9 3 0 1 0 0
11 6 9 3 0 1 1 0
11 4 7 3 0 0 0 0
11 4 7 3 0 0 1 0
11 4 7 3 0 1 0 0
11 4 7 3 0 1 1 0
11 0 9 2 0 0 0 0
11 0 9 2 0 0 1 0
11 0 9 2 0 1 0 0
11 0 9 2 0 1 1 0
11 0 9 3 0 0 0 0
11 0 9 3 0 0 1 0
11 0 9 3 0 1 0 0
11 0 9 3 0 1 1 0
11 6 9 2 0 0 0 0
11 6 9 2 0 0 1 0
11 6 9 2 0 1 0 0
11 6 9 2 0 1 1 0
11 6 9 1 0 0 0 0
11 6 9 1 0 0 1 0
11 6 9 1 0 1 0 0
11 6 9 1 0 1 1 0
11 -1 9 1 0 0 0 0
11 -1 9 1 0 0 1 0
11 -1 9 1 0 1 0 0
11 -1 9 1 0 1 1 0
11 7 8 0 0 0 0 0
11 7 8 0 0 0 1 0
11 7 8 0 0 1 0 0
11 7 8 0 0 1 1 0
11 7 8 3 0 0 0 0
11 7 8 3 0 0 1 0
11 7 8 3 0 1 0 0
11 7 8 3 0 1 1 0
11 7 8 2 0 0 0 0
11 7 8 2 0 0 1 0
11 7 8 2 0 1 0 0
11 7 8 2 0 1 1 0
11 7 8 1 0 0 0 0
11 7 8 1 0 0 1 0
11 7 8 1 0 1 0 0
11 7 8 1 0 1 1 0
11 8 9 3 0 0 0 0
11 8 9 3 0 0 1 0
11 8 9 3 0 1 0 0
11 8 9 3 0 1 1 0
12 3 16 0 0 0 0 0
12 3 16 0 0 0 1 0
12 3 16 0 0 1 0 0
12 3 16 0 0 1 1 0
12 3 17 2 0 0 0 0
12 3 17 2 0 0 1 0
12 3 17 2 0 1 0 0
12 3 17 2 0 1 1 0
12 3 17 3 0 0 0 0
12 3 17 3 0 0 1 0
12 3 17 3 0 1 0 0
12 3 17 3 0 1 1 0
12 3 17 1 0 0 0 0
12 3 17 1 0 0 1 0
12 3 17 1 0 1 0 0
12 3 17 1 0 1 1 0
12 2 16 0 0 0 0 0
12 2 16 0 0 0 1 0
12 2 16 0 0 1 0 0
12 2 16 0 0 1 1 0
12 4 16 0 0 0 0 0
12 4 16 0 0 0 1 0
12 4 16 0 0 1 0 0
12 4 16 0 0 1 1 0
12 4 17 3 0 0 0 0
12 4 17 3 0 0 1 0
12 4 17 3 0 1 0 0
12 4 17 3 0 1 1 0
12 2 17 1 0 0 0 0
12 2 17 1 0 0 1 0
12 2 17 1 0 1 0 0
12 2 17 1 0 1 1 0
12 2 17 2 0 0 0 0
12 2 17 2 0 0 1 0
12 2 17 2 0 1 0 0
12 2 17 2 0 1 1 0
12 2 17 3 0 0 0 0
12 2 17 3 0 0 1 0
12 2 17 3 0 1 0 0
12 2 17 3 0 1 1 0
12 4 17 2 0 0 0 0
12 4 17 2 0 0 1 0
12 4 17 2 0 1 0 0
12 4 17 2 0 1 1 0
12 4 17 1 0 0 0 0
12 4 17 1 0 0 1 0
12 4 17 1 0 1 0 0
12 4 17 1 0 1 1 0
12 1 16 0 0 0 0 0
12 1 16 0 0 0 1 0
12 1 16 0 0 1 0 0
12 1 16 0 0 1 1 0
12 1 16 1 0 0 0 0
12 1 16 1 0 0 1 0
12 1 16 1 0 1 0 0
